target,lat_deg,lon_deg,on_land,priority,captured_step,captured_by,window_open,window_close
6994,20.9129,66.3805,0,3.84615e-05,97,114,0,180
6995,-37.5099,11.5496,0,3.84615e-05,57,184,0,180
6996,15.9784,179.718,0,3.84615e-05,149,79,0,180
6997,17.0299,-140.832,0,3.84615e-05,26,183,0,180
6998,-13.8308,-179.085,0,3.84615e-05,122,71,0,180
6999,-14.4057,118.629,0,3.84615e-05,120,44,0,180
7000,-37.356,-45.632,0,3.84615e-05,2,159,0,180
7001,71.6779,-99.2836,0,3.84615e-05,-1,-1,0,180
7002,74.2596,-1.22171,0,3.84615e-05,156,177,0,180
7003,23.612,-156.941,0,3.84615e-05,52,180,0,180
7004,7.75639,142.999,0,3.84615e-05,163,160,0,180
7005,57.4525,4.31636,0,3.84615e-05,180,138,0,180
7006,-35.5434,125.03,0,3.84615e-05,44,54,0,180
7007,-61.9161,-42.0976,0,3.84615e-05,27,186,0,180
7008,77.6125,48.4326,0,3.84615e-05,164,104,0,180
7009,-48.2552,-147.319,0,3.84615e-05,47,113,0,180
7010,34.6193,175.5,0,3.84615e-05,163,188,0,180
7011,-56.3761,39.8004,0,3.84615e-05,33,199,0,180
7012,-12.6204,118.43,0,3.84615e-05,140,42,0,180
7013,-53.0561,-11.2077,0,3.84615e-05,61,183,0,180
7014,-22.4985,-131.686,0,3.84615e-05,113,198,0,180
7015,15.4884,-139.861,0,3.84615e-05,69,85,0,180
7016,-65.1183,-33.0294,0,3.84615e-05,33,141,0,180
7017,8.19805,-155.903,0,3.84615e-05,42,70,0,180
7018,14.7405,-20.2074,0,3.84615e-05,84,69,0,180
7019,-4.0293,-27.7474,0,3.84615e-05,72,153,0,180
7020,-50.6564,-179.967,0,3.84615e-05,32,114,0,180
7021,11.4706,-74.7064,0,3.84615e-05,159,45,0,180
7022,18.8712,173.356,0,3.84615e-05,74,53,0,180
7023,-56.7841,65.0807,0,3.84615e-05,72,63,0,180
7024,15.5032,-62.2232,0,3.84615e-05,24,27,0,180
7025,0.878387,-130.11,0,3.84615e-05,2,186,0,180
7026,44.8787,-152.504,0,3.84615e-05,45,57,0,180
7027,-26.8223,-178.717,0,3.84615e-05,73,159,0,180
7028,-67.812,-118.496,0,3.84615e-05,42,102,0,180
7029,22.6867,-85.4301,0,3.84615e-05,131,117,0,180
7030,26.0862,-142.099,0,3.84615e-05,14,184,0,180
7031,2.71178,176.312,0,3.84615e-05,1,50,0,180
7032,-34.9031,-153.905,0,3.84615e-05,7,80,0,180
7033,60.0787,-10.2704,0,3.84615e-05,42,73,0,180
7034,-8.26713,-149.408,0,3.84615e-05,53,86,0,180
7035,-9.6187,91.5273,0,3.84615e-05,26,17,0,180
7036,11.7651,-68.8658,0,3.84615e-05,114,39,0,180
7037,-31.9941,13.8059,0,3.84615e-05,3,43,0,180
7038,-55.9266,82.6873,0,3.84615e-05,6,60,0,180
7039,72.2243,-135.424,0,3.84615e-05,169,20,0,180
7040,-14.7563,68.2555,0,3.84615e-05,79,6,0,180
7041,16.9252,-126.493,0,3.84615e-05,32,89,0,180
7042,9.44903,167.25,0,3.84615e-05,13,154,0,180
7043,29.3019,179.219,0,3.84615e-05,166,67,0,180
7044,5.09271,-82.3827,0,3.84615e-05,112,28,0,180
7045,19.2588,146.581,0,3.84615e-05,102,166,0,180
7046,5.73666,106.483,0,3.84615e-05,32,17,0,180
7047,-26.9673,55.4318,0,3.84615e-05,2,193,0,180
7048,-30.7313,-88.7385,0,3.84615e-05,34,7,0,180
7049,55.8883,-178.541,0,3.84615e-05,178,199,0,180
7050,6.53778,145.692,0,3.84615e-05,154,161,0,180
7051,-6.47551,5.4225,0,3.84615e-05,1,162,0,180
7052,-62.8931,110.872,0,3.84615e-05,2,23,0,180
7053,-41.2019,83.3094,0,3.84615e-05,3,88,0,180
7054,34.4165,149.465,0,3.84615e-05,22,148,0,180
7055,-17.4511,54.1315,0,3.84615e-05,127,16,0,180
7056,18.9794,-139.34,0,3.84615e-05,93,199,0,180
7057,14.1785,-114.995,0,3.84615e-05,83,100,0,180
7058,60.9145,-94.4033,0,3.84615e-05,2,76,0,180
7059,-39.6779,-119.874,0,3.84615e-05,1,169,0,180
7060,-23.2033,86.7709,0,3.84615e-05,3,19,0,180
7061,-29.002,106.397,0,3.84615e-05,58,28,0,180
7062,-49.9395,-127.549,0,3.84615e-05,1,118,0,180
7063,-48.8515,-116.351,0,3.84615e-05,62,163,0,180
7064,38.0298,-44.9337,0,3.84615e-05,32,118,0,180
7065,-22.1421,166.07,0,3.84615e-05,34,69,0,180
7066,-30.7265,-42.711,0,3.84615e-05,2,32,0,180
7067,46.9487,-142.945,0,3.84615e-05,62,79,0,180
7068,72.1186,-118.448,0,3.84615e-05,-1,-1,0,180
7069,6.45587,153.056,0,3.84615e-05,92,156,0,180
7070,33.0688,-11.3189,0,3.84615e-05,23,65,0,180
7071,-25.9654,-71.1731,0,3.84615e-05,92,21,0,180
7072,59.2383,-12.0489,0,3.84615e-05,18,146,0,180
7073,-48.7573,115.329,0,3.84615e-05,61,65,0,180
7074,-54.5295,-23.7759,0,3.84615e-05,98,189,0,180
7075,-43.792,167.719,0,3.84615e-05,3,96,0,180
7076,-7.97305,-158.814,0,3.84615e-05,91,82,0,180
7077,21.2474,-39.5704,0,3.84615e-05,57,139,0,180
7078,19.0343,-152.747,0,3.84615e-05,127,89,0,180
7079,34.1287,-27.6211,0,3.84615e-05,101,135,0,180
7080,5.78918,87.3541,0,3.84615e-05,78,12,0,180
7081,45.7707,-174.813,0,3.84615e-05,14,11,0,180
7082,11.7875,97.0152,0,3.84615e-05,91,11,0,180
7083,-23.7199,-130.79,0,3.84615e-05,104,199,0,180
7084,-1.33157,-147.32,0,3.84615e-05,13,175,0,180
7085,-52.7837,145.588,0,3.84615e-05,65,146,0,180
7086,-40.65,136.878,0,3.84615e-05,22,33,0,180
7087,20.3454,-108.833,0,3.84615e-05,75,101,0,180
7088,-3.26405,90.5923,0,3.84615e-05,4,103,0,180
7089,-53.8893,-39.1427,0,3.84615e-05,55,149,0,180
7090,-8.15527,-110.812,0,3.84615e-05,3,199,0,180
7091,62.4859,-90.0976,0,3.84615e-05,32,73,0,180
7092,3.55167,-20.7104,0,3.84615e-05,65,154,0,180
7093,41.1445,7.6517,0,3.84615e-05,82,87,0,180
7094,-3.77556,173.328,0,3.84615e-05,122,165,0,180
7095,-32.8192,53.7159,0,3.84615e-05,1,193,0,180
7096,69.5514,35.7382,0,3.84615e-05,137,107,0,180
7097,-46.7574,-121.156,0,3.84615e-05,61,163,0,180
7098,17.8611,-116.265,0,3.84615e-05,89,15,0,180
7099,24.516,-149.346,0,3.84615e-05,2,64,0,180
7100,-80.9269,179.799,0,3.84615e-05,180,145,0,180
7101,1.7116,-178.577,0,3.84615e-05,2,50,0,180
7102,-80.3394,166.889,0,3.84615e-05,111,177,0,180
7103,-24.0268,-76.7017,0,3.84615e-05,115,14,0,180
7104,-40.2765,98.055,0,3.84615e-05,42,41,0,180
7105,33.461,27.9284,0,3.84615e-05,-1,-1,0,180
7106,-51.6176,130.188,0,3.84615e-05,33,68,0,180
7107,-10.9843,136.613,0,3.84615e-05,112,58,0,180
7108,71.0955,4.35155,0,3.84615e-05,137,179,0,180
7109,16.7172,-49.9546,0,3.84615e-05,37,37,0,180
7110,70.9422,-136.119,0,3.84615e-05,178,29,0,180
7111,13.6368,-99.8767,0,3.84615e-05,2,9,0,180
7112,-17.5717,-10.2958,0,3.84615e-05,73,58,0,180
7113,-7.29851,-160.806,0,3.84615e-05,27,165,0,180
7114,-1.50253,174.152,0,3.84615e-05,90,64,0,180
7115,9.66082,169.096,0,3.84615e-05,42,56,0,180
7116,-0.795296,108.251,0,3.84615e-05,1,10,0,180
7117,2.90801,-21.7065,0,3.84615e-05,13,145,0,180
7118,77.8069,25.4273,0,3.84615e-05,135,107,0,180
7119,-38.186,-151.712,0,3.84615e-05,1,97,0,180
7120,9.19955,139.609,0,3.84615e-05,119,45,0,180
7121,-22.5987,-150.502,0,3.84615e-05,44,93,0,180
7122,-55.768,-160.182,0,3.84615e-05,15,116,0,180
7123,11.7657,-37.3794,0,3.84615e-05,45,47,0,180
7124,-11.225,73.1367,0,3.84615e-05,32,1,0,180
7125,-36.3016,7.94847,0,3.84615e-05,76,182,0,180
7126,-18.7967,-15.8411,0,3.84615e-05,1,150,0,180
7127,-25.0374,-127.572,0,3.84615e-05,114,117,0,180
7128,-62.5043,95.1133,0,3.84615e-05,66,82,0,180
7129,-42.7653,-50.6923,0,3.84615e-05,24,30,0,180
7130,59.0085,-14.5965,0,3.84615e-05,12,76,0,180
7131,-24.9891,76.1377,0,3.84615e-05,1,19,0,180
7132,7.45277,128.074,0,3.84615e-05,44,32,0,180
7133,11.3141,-132.686,0,3.84615e-05,115,97,0,180
7134,12.3372,91.5416,0,3.84615e-05,90,11,0,180
7135,59.6666,-13.2651,0,3.84615e-05,56,89,0,180
7136,-16.2772,-4.97202,0,3.84615e-05,44,51,0,180
7137,-13.8264,102.745,0,3.84615e-05,62,28,0,180
7138,-45.6616,-15.3899,0,3.84615e-05,130,186,0,180
7139,-5.48843,110.152,0,3.84615e-05,12,114,0,180
7140,-46.9947,-31.1835,0,3.84615e-05,127,14,0,180
7141,-28.5401,54.4735,0,3.84615e-05,12,192,0,180
7142,-30.1798,154.436,0,3.84615e-05,165,76,0,180
7143,-25.4615,-77.2302,0,3.84615e-05,90,134,0,180
7144,-39.6869,51.4899,0,3.84615e-05,3,18,0,180
7145,81.3166,28.2682,0,3.84615e-05,83,140,0,180
7146,-2.35336,118.436,0,3.84615e-05,-1,-1,0,180
7147,81.6438,3.24631,0,3.84615e-05,180,140,0,180
7148,-5.03613,-165.042,0,3.84615e-05,5,167,0,180
7149,-10.3968,-105.971,0,3.84615e-05,146,10,0,180
7150,-20.4364,-84.7729,0,3.84615e-05,2,0,0,180
7151,38.2011,168.223,0,3.84615e-05,100,48,0,180
7152,1.70284,-35.7468,0,3.84615e-05,3,31,0,180
7153,32.1748,-79.8133,0,3.84615e-05,-1,-1,0,180
7154,37.4053,-19.3339,0,3.84615e-05,33,132,0,180
7155,-50.3347,68.0023,0,3.84615e-05,2,57,0,180
7156,-47.9355,104.393,0,3.84615e-05,2,45,0,180
7157,-29.1984,-20.4268,0,3.84615e-05,2,161,0,180
7158,-24.283,-139.742,0,3.84615e-05,1,81,0,180
7159,-25.1922,-90.3785,0,3.84615e-05,2,119,0,180
7160,-15.6874,65.5966,0,3.84615e-05,78,6,0,180
7161,31.8181,-25.1656,0,3.84615e-05,1,54,0,180
7162,4.27753,-120.239,0,3.84615e-05,55,93,0,180
7163,28.458,165.758,0,3.84615e-05,23,164,0,180
7164,43.7716,-168.743,0,3.84615e-05,45,44,0,180
7165,26.5823,-175.768,0,3.84615e-05,143,70,0,180
7166,26.6223,154.316,0,3.84615e-05,32,163,0,180
7167,35.0934,-159.109,0,3.84615e-05,22,59,0,180
7168,56.678,3.82755,0,3.84615e-05,-1,-1,0,180
7169,74.9852,-61.2318,0,3.84615e-05,-1,-1,0,180
7170,-54.9716,-152.487,0,3.84615e-05,13,130,0,180
7171,18.7671,-128.161,0,3.84615e-05,126,96,0,180
7172,-42.5028,-139.073,0,3.84615e-05,23,155,0,180
7173,43.251,-134.108,0,3.84615e-05,2,13,0,180
7174,-42.2312,-107.871,0,3.84615e-05,32,197,0,180
7175,-7.5297,12.4093,0,3.84615e-05,2,162,0,180
7176,29.2511,-118.068,0,3.84615e-05,116,107,0,180
7177,-21.6898,-122.534,0,3.84615e-05,102,107,0,180
7178,-45.3124,27.4858,0,3.84615e-05,1,170,0,180
7179,42.488,-142.4,0,3.84615e-05,1,175,0,180
7180,-71.7187,-173.945,0,3.84615e-05,3,143,0,180
7181,-37.2454,-82.2521,0,3.84615e-05,57,137,0,180
7182,63.231,-77.0554,0,3.84615e-05,172,79,0,180
7183,50.1219,-45.7562,0,3.84615e-05,102,147,0,180
7184,69.4297,-21.0152,0,3.84615e-05,2,148,0,180
7185,-57.2287,161.116,0,3.84615e-05,22,70,0,180
7186,72.3744,-67.7455,0,3.84615e-05,-1,-1,0,180
7187,-29.9817,-108.963,0,3.84615e-05,2,187,0,180
7188,-15.3719,-171.685,0,3.84615e-05,2,156,0,180
7189,21.641,-48.8195,0,3.84615e-05,32,48,0,180
7190,-3.11459,131.677,0,3.84615e-05,52,134,0,180
7191,45.2309,-159.235,0,3.84615e-05,47,18,0,180
7192,-78.3257,173.162,0,3.84615e-05,82,145,0,180
7193,-12.8233,-128.706,0,3.84615e-05,72,192,0,180
7194,8.70607,118.956,0,3.84615e-05,82,38,0,180
7195,-46.3165,136.221,0,3.84615e-05,54,111,0,180
7196,75.1488,84.6663,0,3.84615e-05,22,122,0,180
7197,9.59959,147.304,0,3.84615e-05,-1,-1,0,180
7198,-60.8143,-34.9171,0,3.84615e-05,37,185,0,180
7199,-34.2489,1.6185,0,3.84615e-05,12,42,0,180
7200,1.10303,126.319,0,3.84615e-05,147,146,0,180
7201,-17.0953,88.5792,0,3.84615e-05,3,94,0,180
7202,-39.3409,61.6183,0,3.84615e-05,15,17,0,180
7203,-57.6771,-40.5159,0,3.84615e-05,19,31,0,180
7204,12.2851,-132.895,0,3.84615e-05,124,96,0,180
7205,11.7707,175.188,0,3.84615e-05,33,57,0,180
7206,-41.217,142.638,0,3.84615e-05,34,113,0,180
7207,-0.198853,95.8925,0,3.84615e-05,122,22,0,180
7208,64.3288,-34.5498,0,3.84615e-05,43,80,0,180
7209,30.8309,-21.383,0,3.84615e-05,2,147,0,180
7210,-11.55,125.127,0,3.84615e-05,83,131,0,180
7211,-4.55972,42.817,0,3.84615e-05,86,195,0,180
7212,-3.57681,83.8874,0,3.84615e-05,23,101,0,180
7213,29.9621,-174.168,0,3.84615e-05,22,46,0,180
7214,-30.1648,-130.932,0,3.84615e-05,102,118,0,180
7215,39.3012,-136.187,0,3.84615e-05,32,10,0,180
7216,-63.0014,-167.045,0,3.84615e-05,67,171,0,180
7217,-21.2077,89.3725,0,3.84615e-05,14,93,0,180
7218,-54.3855,67.8511,0,3.84615e-05,13,56,0,180
7219,17.5231,-133.315,0,3.84615e-05,52,87,0,180
7220,39.1815,-55.3331,0,3.84615e-05,34,50,0,180
7221,-48.9351,-106.807,0,3.84615e-05,24,167,0,180
7222,56.3863,140.808,0,3.84615e-05,-1,-1,0,180
7223,-24.203,11.6283,0,3.84615e-05,99,180,0,180
7224,82.2833,21.377,0,3.84615e-05,142,144,0,180
7225,-7.00088,-173.287,0,3.84615e-05,1,63,0,180
7226,-64.3192,-52.1518,0,3.84615e-05,2,33,0,180
7227,3.83636,-14.9661,0,3.84615e-05,46,156,0,180
7228,19.1466,-67.3526,0,3.84615e-05,13,28,0,180
7229,31.8291,125.534,0,3.84615e-05,62,158,0,180
7230,-37.7499,-86.223,0,3.84615e-05,26,130,0,180
7231,-55.8856,179.514,0,3.84615e-05,22,115,0,180
7232,-42.9596,-95.953,0,3.84615e-05,1,107,0,180
7233,-8.51933,-4.41708,0,3.84615e-05,13,54,0,180
7234,-47.9766,84.6897,0,3.84615e-05,24,86,0,180
7235,-13.5668,153.519,0,3.84615e-05,155,150,0,180
7236,18.005,-176.689,0,3.84615e-05,56,55,0,180
7237,-43.1101,-179.473,0,3.84615e-05,56,91,0,180
7238,-49.1433,-75.422,0,3.84615e-05,49,165,0,180
7239,-30.5704,-126.154,0,3.84615e-05,83,110,0,180
7240,-6.58648,-26.5296,0,3.84615e-05,32,49,0,180
7241,-14.5711,179.559,0,3.84615e-05,122,174,0,180
7242,8.21878,-149.455,0,3.84615e-05,33,71,0,180
7243,-0.149635,66.6258,0,3.84615e-05,1,194,0,180
7244,70.4654,-18.7936,0,3.84615e-05,50,143,0,180
7245,9.37859,-14.1711,0,3.84615e-05,131,169,0,180
7246,4.26214,-122.882,0,3.84615e-05,128,105,0,180
7247,9.73772,-147.455,0,3.84615e-05,13,73,0,180
7248,5.07761,-38.9549,0,3.84615e-05,23,132,0,180
7249,-16.2071,-152.733,0,3.84615e-05,16,72,0,180
7250,-54.5485,-128.591,0,3.84615e-05,77,134,0,180
7251,21.9527,-138.809,0,3.84615e-05,62,192,0,180
7252,3.08115,-170.248,0,3.84615e-05,3,167,0,180
7253,-39.4234,3.15157,0,3.84615e-05,83,45,0,180
7254,-33.9356,-78.1786,0,3.84615e-05,82,122,0,180
7255,-63.2994,-38.1913,0,3.84615e-05,1,33,0,180
7256,7.23416,123.58,0,3.84615e-05,1,25,0,180
7257,51.5303,-37.1497,0,3.84615e-05,74,140,0,180
7258,51.3936,-135.065,0,3.84615e-05,2,49,0,180
7259,17.2275,164.814,0,3.84615e-05,2,155,0,180
7260,-40.3455,0.424011,0,3.84615e-05,62,47,0,180
7261,10.9941,-89.1076,0,3.84615e-05,79,112,0,180
7262,-3.14414,100.636,0,3.84615e-05,83,128,0,180
7263,-16.9269,-7.0722,0,3.84615e-05,64,59,0,180
7264,-36.698,-174.387,0,3.84615e-05,67,90,0,180
7265,-58.9067,-97.1292,0,3.84615e-05,49,183,0,180
7266,-47.484,150.22,0,3.84615e-05,1,35,0,180
7267,33.5618,-35.9295,0,3.84615e-05,4,30,0,180
7268,-9.18645,120.135,0,3.84615e-05,142,42,0,180
7269,-12.7842,10.3746,0,3.84615e-05,6,55,0,180
7270,72.3151,-3.31584,0,3.84615e-05,42,144,0,180
7271,17.3221,-122.272,0,3.84615e-05,4,82,0,180
7272,-3.04085,155.663,0,3.84615e-05,3,141,0,180
7273,37.1271,-75.8467,0,3.84615e-05,64,44,0,180
7274,51.4414,-168.811,0,3.84615e-05,25,10,0,180
7275,31.5429,-40.1184,0,3.84615e-05,48,59,0,180
7276,-50.9069,115.406,0,3.84615e-05,1,58,0,180
7277,-50.8242,-32.7856,0,3.84615e-05,47,140,0,180
7278,0.0176239,-115.92,0,3.84615e-05,92,0,0,180
7279,4.62303,-156.894,0,3.84615e-05,96,186,0,180
7280,-18.6533,78.24,0,3.84615e-05,1,4,0,180
7281,-41.3179,40.0805,0,3.84615e-05,51,13,0,180
7282,-22.0258,91.5857,0,3.84615e-05,25,92,0,180
7283,-10.8194,61.5145,0,3.84615e-05,89,5,0,180
7284,27.5691,160.574,0,3.84615e-05,2,166,0,180
7285,-2.69119,-25.5195,0,3.84615e-05,2,146,0,180
7286,-45.0628,-173.498,0,3.84615e-05,7,72,0,180
7287,17.5838,-71.5756,0,3.84615e-05,63,114,0,180
7288,32.9462,-120.553,0,3.84615e-05,12,197,0,180
7289,70.7777,66.9765,0,3.84615e-05,3,101,0,180
7290,-4.57103,131.25,0,3.84615e-05,42,135,0,180
7291,-22.3443,-15.4725,0,3.84615e-05,44,167,0,180
7292,7.16424,-51.1907,0,3.84615e-05,82,136,0,180
7293,65.4786,39.3203,0,3.84615e-05,-1,-1,0,180
7294,-22.3261,12.5801,0,3.84615e-05,119,188,0,180
7295,-31.5489,115.239,0,3.84615e-05,56,40,0,180
7296,-23.0332,63.0983,0,3.84615e-05,57,8,0,180
7297,26.4835,-78.101,0,3.84615e-05,123,118,0,180
7298,41.3956,-20.899,0,3.84615e-05,54,130,0,180
7299,-69.1299,21.5623,0,3.84615e-05,14,178,0,180
7300,-54.2246,-27.3732,0,3.84615e-05,26,142,0,180
7301,-13.8569,-3.6907,0,3.84615e-05,34,52,0,180
7302,72.8998,135.638,0,3.84615e-05,2,149,0,180
7303,9.22183,-30.546,0,3.84615e-05,64,58,0,180
7304,-34.1861,72.3181,0,3.84615e-05,170,26,0,180
7305,56.1349,155.934,0,3.84615e-05,147,189,0,180
7306,-6.43185,79.6967,0,3.84615e-05,33,100,0,180
7307,19.7828,-163.933,0,3.84615e-05,48,69,0,180
7308,-21.5161,-108.288,0,3.84615e-05,45,103,0,180
7309,-22.4285,9.79742,0,3.84615e-05,107,68,0,180
7310,-40.3199,-167.961,0,3.84615e-05,33,87,0,180
7311,-32.5785,7.05977,0,3.84615e-05,32,40,0,180
7312,71.8989,-18.1711,0,3.84615e-05,32,145,0,180
7313,-32.6342,174.852,0,3.84615e-05,5,130,0,180
7314,34.7178,-26.3467,0,3.84615e-05,22,145,0,180
7315,34.343,-15.4236,0,3.84615e-05,13,134,0,180
7316,-4.59142,132.889,0,3.84615e-05,32,136,0,180
7317,-54.3231,45.0697,0,3.84615e-05,15,191,0,180
7318,32.4027,-30.1455,0,3.84615e-05,91,136,0,180
7319,28.9969,165.83,0,3.84615e-05,23,164,0,180
7320,-13.1603,52.4784,0,3.84615e-05,108,3,0,180
7321,35.5674,-35.4662,0,3.84615e-05,68,60,0,180
7322,-11.8635,-171.677,0,3.84615e-05,22,154,0,180
7323,23.1818,-157.526,0,3.84615e-05,1,51,0,180
7324,2.15723,105.827,0,3.84615e-05,22,18,0,180
7325,40.3071,-11.4433,0,3.84615e-05,25,133,0,180
7326,15.2327,-130.85,0,3.84615e-05,117,7,0,180
7327,-22.028,-144.941,0,3.84615e-05,2,81,0,180
7328,-54.3322,61.9507,0,3.84615e-05,15,43,0,180
7329,-25.9824,155.701,0,3.84615e-05,62,66,0,180
7330,-3.13765,-38.0671,0,3.84615e-05,2,134,0,180
7331,-46.054,-153.23,0,3.84615e-05,44,173,0,180
7332,-54.1779,-171.9,0,3.84615e-05,5,72,0,180
7333,-62.8423,-129.845,0,3.84615e-05,130,103,0,180
7334,-39.4049,-131.59,0,3.84615e-05,42,114,0,180
7335,-4.08003,-88.1111,0,3.84615e-05,56,114,0,180
7336,-50.1882,127.21,0,3.84615e-05,3,61,0,180
7337,-64.4632,-161.996,0,3.84615e-05,77,170,0,180
7338,-21.3557,97.6708,0,3.84615e-05,79,26,0,180
7339,24.4171,-56.0366,0,3.84615e-05,2,122,0,180
7340,30.8063,133.936,0,3.84615e-05,3,11,0,180
7341,-44.0876,37.0766,0,3.84615e-05,1,18,0,180
7342,-53.3944,-56.4039,0,3.84615e-05,75,35,0,180
7343,-53.7484,-61.5048,0,3.84615e-05,84,34,0,180
7344,11.8067,-74.2764,0,3.84615e-05,62,23,0,180
7345,-36.3441,-28.5503,0,3.84615e-05,2,145,0,180
7346,30.848,169.579,0,3.84615e-05,89,49,0,180
7347,44.0128,35.0871,0,3.84615e-05,72,155,0,180
7348,-19.9543,148.764,0,3.84615e-05,32,56,0,180
7349,-51.1779,-135.777,0,3.84615e-05,76,134,0,180
7350,-41.1147,-45.5454,0,3.84615e-05,1,21,0,180
7351,28.0062,-146.91,0,3.84615e-05,3,185,0,180
7352,31.0217,152.952,0,3.84615e-05,4,140,0,180
7353,56.0101,176.81,0,3.84615e-05,148,192,0,180
7354,-10.5365,-11.6027,0,3.84615e-05,13,159,0,180
7355,-32.5291,3.98286,0,3.84615e-05,2,43,0,180
7356,42.7416,176.197,0,3.84615e-05,103,184,0,180
7357,-37.3391,92.1164,0,3.84615e-05,4,104,0,180
7358,2.00692,149.9,0,3.84615e-05,82,157,0,180
7359,-47.9024,-17.6316,0,3.84615e-05,120,187,0,180
7360,44.9967,176.756,0,3.84615e-05,2,12,0,180
7361,39.6112,154.637,0,3.84615e-05,12,149,0,180
7362,-52.2274,-92.0323,0,3.84615e-05,45,196,0,180
7363,-51.2348,145.79,0,3.84615e-05,59,90,0,180
7364,-2.4353,99.2117,0,3.84615e-05,155,30,0,180
7365,-10.3093,129.638,0,3.84615e-05,93,130,0,180
7366,4.94717,-113.012,0,3.84615e-05,62,3,0,180
7367,-67.9543,-142.67,0,3.84615e-05,12,177,0,180
7368,40.903,-67.2909,0,3.84615e-05,22,98,0,180
7369,17.3728,129.073,0,3.84615e-05,104,154,0,180
7370,-35.6546,-85.5573,0,3.84615e-05,77,135,0,180
7371,40.9555,-9.14336,0,3.84615e-05,44,97,0,180
7372,-48.2482,-157.578,0,3.84615e-05,2,131,0,180
7373,-57.6287,155.287,0,3.84615e-05,45,85,0,180
7374,-67.0786,25.3659,0,3.84615e-05,1,192,0,180
7375,16.4764,-21.8768,0,3.84615e-05,44,50,0,180
7376,57.7109,-78.2993,0,3.84615e-05,2,28,0,180
7377,23.7976,-42.715,0,3.84615e-05,22,49,0,180
7378,29.6722,-170.014,0,3.84615e-05,2,48,0,180
7379,-16.007,176.791,0,3.84615e-05,131,70,0,180
7380,40.7985,-43.5931,0,3.84615e-05,12,39,0,180
7381,-8.81597,47.591,0,3.84615e-05,-1,-1,0,180
7382,-4.94132,-102.971,0,3.84615e-05,83,111,0,180
7383,6.10458,67.0324,0,3.84615e-05,2,194,0,180
7384,-40.0765,-143.444,0,3.84615e-05,12,156,0,180
7385,-52.6615,-61.5025,0,3.84615e-05,1,120,0,180
7386,41.3554,39.459,0,3.84615e-05,33,159,0,180
7387,-18.9112,-10.9369,0,3.84615e-05,47,48,0,180
7388,9.47451,-113.425,0,3.84615e-05,91,109,0,180
7389,8.27721,-117.611,0,3.84615e-05,131,11,0,180
7390,-43.8175,-0.193436,0,3.84615e-05,73,46,0,180
7391,0.490685,90.4703,0,3.84615e-05,3,103,0,180
7392,-5.44694,169.496,0,3.84615e-05,152,78,0,180
7393,-36.9398,-88.1083,0,3.84615e-05,36,139,0,180
7394,-20.4279,-163.462,0,3.84615e-05,53,78,0,180
7395,-45.2587,154.514,0,3.84615e-05,24,140,0,180
7396,-12.277,153.049,0,3.84615e-05,125,153,0,180
7397,42.0508,-37.485,0,3.84615e-05,44,117,0,180
7398,83.4325,-120.267,0,3.84615e-05,102,100,0,180
7399,40.7175,-73.0715,0,3.84615e-05,64,126,0,180
7400,23.5836,-170.183,0,3.84615e-05,133,71,0,180
7401,-11.9281,-106.251,0,3.84615e-05,14,198,0,180
7402,5.91344,-39.7318,0,3.84615e-05,44,130,0,180
7403,77.337,2.08022,0,3.84615e-05,53,143,0,180
7404,-45.2113,1.0867,0,3.84615e-05,13,16,0,180
7405,-60.0237,40.7251,0,3.84615e-05,3,192,0,180
7406,23.9468,169.225,0,3.84615e-05,68,41,0,180
7407,-41.7293,-168.536,0,3.84615e-05,63,84,0,180
7408,18.7281,-68.0279,0,3.84615e-05,113,39,0,180
7409,16.3945,-149.994,0,3.84615e-05,107,81,0,180
7410,-50.4659,111.403,0,3.84615e-05,50,53,0,180
7411,83.2665,-148.3,0,3.84615e-05,33,24,0,180
7412,59.0884,-47.5255,0,3.84615e-05,1,123,0,180
7413,21.1296,-157.104,0,3.84615e-05,35,172,0,180
7414,14.9461,-54.361,0,3.84615e-05,139,50,0,180
7415,-51.9307,132.724,0,3.84615e-05,53,66,0,180
7416,-5.86903,-106.588,0,3.84615e-05,75,2,0,180
7417,-59.8241,158.054,0,3.84615e-05,65,83,0,180
7418,-5.84529,-136.49,0,3.84615e-05,32,183,0,180
7419,55.4988,-136.84,0,3.84615e-05,72,42,0,180
7420,79.6339,45.7771,0,3.84615e-05,1,124,0,180
7421,5.41713,130.245,0,3.84615e-05,53,31,0,180
7422,3.18272,168.401,0,3.84615e-05,35,152,0,180
7423,32.0318,-164.952,0,3.84615e-05,175,190,0,180
7424,-21.7508,-165.812,0,3.84615e-05,23,71,0,180
7425,-45.1628,-18.2692,0,3.84615e-05,140,185,0,180
7426,-13.044,127.315,0,3.84615e-05,73,132,0,180
7427,9.08531,-162.949,0,3.84615e-05,27,61,0,180
7428,-44.534,33.3855,0,3.84615e-05,16,55,0,180
7429,-10.108,-85.7355,0,3.84615e-05,25,117,0,180
7430,22.0548,-134.512,0,3.84615e-05,52,193,0,180
7431,-14.0928,-2.28566,0,3.84615e-05,94,69,0,180
7432,-1.20021,49.6289,0,3.84615e-05,140,0,0,180
7433,-11.1825,147.661,0,3.84615e-05,163,66,0,180
7434,-9.65942,160.149,0,3.84615e-05,116,154,0,180
7435,-43.1819,-110.857,0,3.84615e-05,2,169,0,180
