target,lat_deg,lon_deg,on_land,priority,captured_step,captured_by
6624,62.1486,120.819,0,3.84615e-05,80,86
6625,-2.18182,-72.78,0,3.84615e-05,48,68
6626,61.2607,76.6007,0,3.84615e-05,-1,-1
6627,-11.8432,29.0945,0,3.84615e-05,-1,-1
6628,48.8169,-71.3949,0,3.84615e-05,-1,-1
6629,30.3994,112.506,0,3.84615e-05,-1,-1
6630,-22.0724,44.9884,0,3.84615e-05,92,43
6631,40.1428,116.342,0,3.84615e-05,-1,-1
6632,59.9187,64.1498,0,3.84615e-05,-1,-1
6633,33.659,42.0409,0,3.84615e-05,33,50
6634,37.1852,-94.9076,0,3.84615e-05,136,57
6635,-26.2705,150.215,0,3.84615e-05,-1,-1
6636,-13.2736,27.8722,0,3.84615e-05,-1,-1
6637,25.4064,111.107,0,3.84615e-05,-1,-1
6638,58.2994,-130.749,0,3.84615e-05,77,0
6639,15.2209,102,0,3.84615e-05,54,62
6640,-10.2866,-66.3865,0,3.84615e-05,-1,-1
6641,-15.0868,-39.5149,0,3.84615e-05,170,83
6642,61.6575,122.714,0,3.84615e-05,-1,-1
6643,-17.3436,145.908,0,3.84615e-05,69,72
6644,3.69926,-64.2854,0,3.84615e-05,9,14
6645,22.4742,23.3382,0,3.84615e-05,19,49
6646,-7.76503,20.6207,0,3.84615e-05,-1,-1
6647,38.5384,76.1343,0,3.84615e-05,-1,-1
6648,-14.5073,133.383,0,3.84615e-05,-1,-1
6649,14.2445,78.7106,0,3.84615e-05,150,62
6650,71.6452,-43.7993,0,3.84615e-05,17,26
6651,9.67702,33.5863,0,3.84615e-05,-1,-1
6652,56.2116,77.608,0,3.84615e-05,-1,-1
6653,-0.356552,-71.4887,0,3.84615e-05,68,66
6654,-20.8453,-60.1591,0,3.84615e-05,74,18
6655,19.1583,22.5053,0,3.84615e-05,1,82
6656,50.3159,89.2067,0,3.84615e-05,-1,-1
6657,47.4855,-100.469,0,3.84615e-05,172,41
6658,54.258,-111.654,0,3.84615e-05,-1,-1
6659,62.1965,63.6042,0,3.84615e-05,54,88
6660,53.7809,45.1319,0,3.84615e-05,77,68
6661,-1.41998,26.2214,0,3.84615e-05,-1,-1
6662,43.9487,96.1384,0,3.84615e-05,-1,-1
6663,65.5178,176.962,0,3.84615e-05,29,35
6664,67.0757,-129.187,0,3.84615e-05,45,3
6665,-9.5108,15.2547,0,3.84615e-05,123,95
6666,65.3708,-21.2422,0,3.84615e-05,137,35
6667,58.8386,-154.21,0,3.84615e-05,-1,-1
6668,33.7271,111.882,0,3.84615e-05,-1,-1
6669,54.4805,61.6986,0,3.84615e-05,-1,-1
6670,-0.140976,-51.1691,0,3.84615e-05,131,26
6671,-25.3062,114.224,0,3.84615e-05,134,65
6672,-20.5689,22.0339,0,3.84615e-05,-1,-1
6673,32.0506,54.892,0,3.84615e-05,-1,-1
6674,40.2729,-120.389,0,3.84615e-05,51,18
6675,6.78904,6.16925,0,3.84615e-05,-1,-1
6676,-15.8307,-59.2916,0,3.84615e-05,-1,-1
6677,-29.9404,149.519,0,3.84615e-05,3,69
6678,60.4569,-148.525,0,3.84615e-05,143,3
6679,41.1057,107.174,0,3.84615e-05,-1,-1
6680,-71.5861,21.5415,0,3.84615e-05,19,20
6681,22.5836,108.741,0,3.84615e-05,-1,-1
6682,-71.5799,126.692,0,3.84615e-05,-1,-1
6683,-8.83704,34.3739,0,3.84615e-05,-1,-1
6684,18.4644,10.0651,0,3.84615e-05,-1,-1
6685,26.9548,6.19319,0,3.84615e-05,65,44
6686,-54.0777,-66.7703,0,3.84615e-05,2,1
6687,47.2103,84.2518,0,3.84615e-05,57,0
6688,18.8934,35.701,0,3.84615e-05,-1,-1
6689,67.5971,107.145,0,3.84615e-05,-1,-1
6690,0.108528,11.483,0,3.84615e-05,-1,-1
6691,72.7594,54.7098,0,3.84615e-05,109,75
6692,-18.5322,15.0184,0,3.84615e-05,61,91
6693,60.2116,127.027,0,3.84615e-05,-1,-1
6694,17.8108,-0.200272,0,3.84615e-05,-1,-1
6695,40.7486,-108.885,0,3.84615e-05,130,45
6696,7.97144,99.3359,0,3.84615e-05,-1,-1
6697,34.5466,134.873,0,3.84615e-05,-1,-1
6698,-42.1869,-66.864,0,3.84615e-05,42,91
6699,31.4253,96.6584,0,3.84615e-05,20,65
6700,-31.5943,18.7431,0,3.84615e-05,20,95
6701,-82.9539,152.589,0,3.84615e-05,132,30
6702,-74.5792,133.129,0,3.84615e-05,26,20
6703,15.3426,-10.8487,0,3.84615e-05,132,88
6704,-14.4447,-60.6198,0,3.84615e-05,-1,-1
6705,-70.8708,77.4457,0,3.84615e-05,-1,-1
6706,2.63573,19.4554,0,3.84615e-05,133,48
6707,20.8223,-88.915,0,3.84615e-05,43,56
6708,-82.2826,-10.8386,0,3.84615e-05,153,26
6709,68.6692,-115.679,0,3.84615e-05,-1,-1
6710,-14.2722,-64.9065,0,3.84615e-05,-1,-1
6711,11.1417,23.1497,0,3.84615e-05,-1,-1
6712,-0.511909,-58.9838,0,3.84615e-05,-1,-1
6713,53.8628,121.42,0,3.84615e-05,149,89
6714,26.908,12.8743,0,3.84615e-05,77,43
6715,-12.0941,33.3428,0,3.84615e-05,-1,-1
6716,33.3501,45.7356,0,3.84615e-05,34,50
6717,-20.3347,133.77,0,3.84615e-05,148,74
6718,31.6941,53.8346,0,3.84615e-05,-1,-1
6719,61.0904,-103.053,0,3.84615e-05,-1,-1
6720,25.0327,69.322,0,3.84615e-05,119,3
6721,52.2832,58.2261,0,3.84615e-05,60,60
6722,53.5334,-98.1377,0,3.84615e-05,-1,-1
6723,-82.7803,62.7695,0,3.84615e-05,-1,-1
6724,57.7212,-116.169,0,3.84615e-05,-1,-1
6725,26.6067,108.77,0,3.84615e-05,-1,-1
6726,7.55697,45.0303,0,3.84615e-05,-1,-1
6727,19.9067,-70.5268,0,3.84615e-05,173,21
6728,-13.0053,-49.9355,0,3.84615e-05,-1,-1
6729,-18.1899,-64.3681,0,3.84615e-05,-1,-1
6730,31.3685,113.565,0,3.84615e-05,-1,-1
6731,-86.0906,150.072,0,3.84615e-05,-1,-1
6732,21.0091,-4.78076,0,3.84615e-05,101,30
6733,16.8727,-96.6191,0,3.84615e-05,51,55
6734,41.8666,-6.59898,0,3.84615e-05,114,38
6735,-41.9232,-73.9683,0,3.84615e-05,50,90
6736,17.6545,49.5853,0,3.84615e-05,155,9
6737,-5.55611,17.6574,0,3.84615e-05,-1,-1
6738,-68.7017,96.5958,0,3.84615e-05,-1,-1
6739,22.544,52.2751,0,3.84615e-05,-1,-1
6740,50.5875,116.649,0,3.84615e-05,152,95
6741,-72.1175,51.8157,0,3.84615e-05,-1,-1
6742,56.3026,-133.877,0,3.84615e-05,106,7
6743,53.4879,-67.2128,0,3.84615e-05,178,41
6744,10.9047,31.6713,0,3.84615e-05,-1,-1
6745,49.0469,16.3798,0,3.84615e-05,27,37
6746,-74.144,98.7896,0,3.84615e-05,-1,-1
6747,13.0757,100.576,0,3.84615e-05,-1,-1
6748,33.2265,-90.7525,0,3.84615e-05,3,48
6749,-25.9183,23.5278,0,3.84615e-05,22,95
6750,55.108,62.9153,0,3.84615e-05,11,65
6751,-14.2067,18.084,0,3.84615e-05,63,91
6752,40.4456,81.0134,0,3.84615e-05,-1,-1
6753,-14.1006,-74.1321,0,3.84615e-05,45,68
6754,-4.39172,144.221,0,3.84615e-05,86,70
6755,-68.456,46.7641,0,3.84615e-05,35,9
6756,32.7208,80.0259,0,3.84615e-05,92,6
6757,47.7286,100.193,0,3.84615e-05,-1,-1
6758,57.75,38.046,0,3.84615e-05,7,65
6759,80.1795,-16.2819,0,3.84615e-05,123,36
6760,52.0067,-0.239975,0,3.84615e-05,64,56
6761,12.4956,32.1413,0,3.84615e-05,-1,-1
6762,34.517,92.2334,0,3.84615e-05,26,97
6763,8.6999,-62.3024,0,3.84615e-05,-1,-1
6764,28.2514,24.2735,0,3.84615e-05,18,49
6765,-17.3234,22.3068,0,3.84615e-05,73,90
6766,38.0436,140.153,0,3.84615e-05,94,26
6767,-8.18393,-73.896,0,3.84615e-05,118,13
6768,71.1329,-74.4679,0,3.84615e-05,131,24
6769,70.5417,144.547,0,3.84615e-05,-1,-1
6770,63.258,109.589,0,3.84615e-05,47,72
6771,42.5026,24.6084,0,3.84615e-05,99,53
6772,63.8372,140.826,0,3.84615e-05,-1,-1
6773,59.0959,-99.5986,0,3.84615e-05,-1,-1
6774,-77.5772,25.8852,0,3.84615e-05,-1,-1
6775,36.1474,-109.887,0,3.84615e-05,83,15
6776,67.0973,164.668,0,3.84615e-05,112,25
6777,45.092,-111.331,0,3.84615e-05,-1,-1
6778,1.4361,33.301,0,3.84615e-05,99,98
6779,-51.8888,-73.8854,0,3.84615e-05,68,75
6780,49.8994,68.0566,0,3.84615e-05,-1,-1
6781,18.0294,23.5504,0,3.84615e-05,-1,-1
6782,-84.2232,164.329,0,3.84615e-05,113,32
6783,9.19542,-70.0096,0,3.84615e-05,-1,-1
6784,48.7393,-57.6293,0,3.84615e-05,179,66
6785,-26.0189,137.429,0,3.84615e-05,-1,-1
6786,40.3814,61.8512,0,3.84615e-05,122,64
6787,48.2431,134.107,0,3.84615e-05,-1,-1
6788,-26.9127,133.171,0,3.84615e-05,-1,-1
6789,54.922,65.3615,0,3.84615e-05,-1,-1
6790,28.0488,23.0477,0,3.84615e-05,171,56
6791,44.505,-109.448,0,3.84615e-05,-1,-1
6792,30.423,-87.2152,0,3.84615e-05,19,12
6793,-8.67046,-67.7954,0,3.84615e-05,37,69
6794,44.1307,-119.527,0,3.84615e-05,31,5
6795,46.9559,-91.249,0,3.84615e-05,144,44
6796,27.6296,-109.063,0,3.84615e-05,-1,-1
6797,24.521,67.114,0,3.84615e-05,-1,-1
6798,4.77706,24.008,0,3.84615e-05,147,93
6799,-11.8629,-56.208,0,3.84615e-05,23,13
6800,-67.35,-117.438,0,3.84615e-05,2,71
6801,-45.8449,92.4865,0,3.84615e-05,168,59
6802,-17.7792,-23.195,0,3.84615e-05,13,29
6803,-32.14,49.7795,0,3.84615e-05,93,4
6804,28.62,-61.695,0,3.84615e-05,133,25
6805,18.3553,91.9203,0,3.84615e-05,177,12
6806,-9.67613,158.09,0,3.84615e-05,159,80
6807,44.7005,141.477,0,3.84615e-05,127,98
6808,-31.0219,-33.2912,0,3.84615e-05,8,72
6809,-62.0623,-109.26,0,3.84615e-05,5,88
6810,-31.5774,17.3085,0,3.84615e-05,1,32
6811,-45.4181,-38.9035,0,3.84615e-05,7,95
6812,-45.6418,-53.1362,0,3.84615e-05,23,70
6813,23.4966,-56.8988,0,3.84615e-05,115,27
6814,-20.5681,-147.09,0,3.84615e-05,12,45
6815,-53.4794,-179.069,0,3.84615e-05,1,60
6816,-39.1756,43.5071,0,3.84615e-05,137,14
6817,30.2297,-137.355,0,3.84615e-05,163,41
6818,13.5783,-66.199,0,3.84615e-05,92,64
6819,35.17,-123.43,0,3.84615e-05,137,44
6820,-28.5732,178.818,0,3.84615e-05,90,36
6821,57.0721,-144.279,0,3.84615e-05,125,5
6822,-56.0908,-0.954041,0,3.84615e-05,27,30
6823,-53.4859,58.9658,0,3.84615e-05,58,7
6824,-23.1562,-136.069,0,3.84615e-05,76,51
6825,-52.7585,166.81,0,3.84615e-05,92,58
6826,17.8688,-149.254,0,3.84615e-05,35,99
6827,-34.2787,-77.981,0,3.84615e-05,160,76
6828,-8.03651,-138.873,0,3.84615e-05,35,43
6829,-25.2761,-123.021,0,3.84615e-05,18,57
6830,-35.7015,8.73509,0,3.84615e-05,2,32
6831,-9.75304,99.5719,0,3.84615e-05,2,55
6832,-5.56457,-121.886,0,3.84615e-05,103,59
6833,-4.72923,-138.833,0,3.84615e-05,81,95
6834,-65.2812,-44.0051,0,3.84615e-05,7,1
6835,47.7001,-64.4727,0,3.84615e-05,169,42
6836,52.6958,3.29318,0,3.84615e-05,54,57
6837,74.0823,-142.805,0,3.84615e-05,1,27
6838,-50.9729,-34.0259,0,3.84615e-05,46,85
6839,-37.862,-0.686584,0,3.84615e-05,45,92
6840,-39.2476,-148.394,0,3.84615e-05,41,54
6841,-7.79401,-93.8734,0,3.84615e-05,112,61
6842,45.8599,-135.727,0,3.84615e-05,17,11
6843,20.6781,143.663,0,3.84615e-05,179,87
6844,6.4276,-160.604,0,3.84615e-05,164,40
6845,32.0255,-173.347,0,3.84615e-05,7,91
6846,32.402,-161.925,0,3.84615e-05,1,37
6847,-33.7748,112.749,0,3.84615e-05,175,61
6848,38.615,-127.194,0,3.84615e-05,99,13
6849,-63.479,139.128,0,3.84615e-05,20,21
6850,17.1788,93.5757,0,3.84615e-05,-1,-1
6851,5.92029,-122.873,0,3.84615e-05,2,47
6852,-56.4005,-77.0062,0,3.84615e-05,47,77
6853,-35.1811,63.1713,0,3.84615e-05,72,11
6854,-18.4412,-133.229,0,3.84615e-05,94,94
6855,-64.5447,-17.7915,0,3.84615e-05,53,26
6856,-47.9356,-110.652,0,3.84615e-05,155,5
6857,80.3939,34.3033,0,3.84615e-05,47,34
6858,60.3668,20.6966,0,3.84615e-05,46,71
6859,3.97987,4.8148,0,3.84615e-05,-1,-1
6860,-68.6455,-109.592,0,3.84615e-05,22,79
6861,-15.5922,152.829,0,3.84615e-05,159,39
6862,17.0996,131.61,0,3.84615e-05,117,23
6863,-18.445,161.592,0,3.84615e-05,12,78
6864,-54.7674,112.14,0,3.84615e-05,158,48
6865,-4.76591,-146.245,0,3.84615e-05,69,96
6866,12.0307,-70.4492,0,3.84615e-05,71,66
6867,-44.2787,-38.7924,0,3.84615e-05,17,94
6868,0.892433,134.213,0,3.84615e-05,113,23
6869,15.7845,89.3842,0,3.84615e-05,176,12
6870,13.1885,94.4962,0,3.84615e-05,147,15
6871,12.1024,-78.5183,0,3.84615e-05,129,60
6872,-31.9633,63.6726,0,3.84615e-05,122,16
6873,-36.7365,-162.45,0,3.84615e-05,12,34
6874,9.76074,157.425,0,3.84615e-05,144,81
6875,-29.4253,-39.629,0,3.84615e-05,37,79
6876,29.2525,-141.568,0,3.84615e-05,142,43
6877,-46.17,-139.207,0,3.84615e-05,1,58
6878,-19.4414,-141.92,0,3.84615e-05,2,46
6879,-38.2134,158.025,0,3.84615e-05,57,74
6880,43.9275,-37.7025,0,3.84615e-05,17,50
6881,2.73663,-87.5845,0,3.84615e-05,10,59
6882,46.9446,161.66,0,3.84615e-05,11,25
6883,-10.0197,140.892,0,3.84615e-05,107,78
6884,-42.936,116.591,0,3.84615e-05,42,52
6885,-51.8956,-98.3215,0,3.84615e-05,173,74
6886,-11.7253,-31.6113,0,3.84615e-05,152,85
6887,-50.7396,-136.693,0,3.84615e-05,39,84
6888,15.1651,150.385,0,3.84615e-05,3,78
6889,33.3215,-150.566,0,3.84615e-05,179,0
6890,-23.7449,53.1062,0,3.84615e-05,172,11
6891,-30.7182,-31.4484,0,3.84615e-05,1,16
6892,-67.7328,18.1815,0,3.84615e-05,1,33
6893,-46.186,-141.372,0,3.84615e-05,19,86
6894,-20.8559,173.022,0,3.84615e-05,153,81
6895,-43.7899,-138.674,0,3.84615e-05,32,55
6896,-47.0853,86.7656,0,3.84615e-05,174,46
6897,-4.35609,-178.512,0,3.84615e-05,72,89
6898,-18.2485,-72.0786,0,3.84615e-05,-1,-1
6899,-41.8773,-97.4738,0,3.84615e-05,75,97
6900,-45.8061,77.7089,0,3.84615e-05,162,47
6901,-43.1404,69.9822,0,3.84615e-05,23,16
6902,12.6384,-103.579,0,3.84615e-05,70,53
6903,28.4078,167.777,0,3.84615e-05,114,35
6904,-26.7725,-125.671,0,3.84615e-05,78,96
6905,78.7179,-9.4644,0,3.84615e-05,114,37
6906,22.9006,-114.544,0,3.84615e-05,37,44
6907,-40.8546,162.091,0,3.84615e-05,78,47
6908,1.06149,87.8304,0,3.84615e-05,144,15
6909,-23.2177,-117.602,0,3.84615e-05,68,97
6910,21.1343,-82.4966,0,3.84615e-05,55,55
6911,9.2322,-133.777,0,3.84615e-05,30,44
6912,-17.5455,118.672,0,3.84615e-05,-1,-1
6913,9.8772,141.823,0,3.84615e-05,62,72
6914,19.2851,87.6516,0,3.84615e-05,101,67
6915,-45.8184,161.698,0,3.84615e-05,28,42
6916,11.0674,45.5713,0,3.84615e-05,-1,-1
6917,-47.8008,155.17,0,3.84615e-05,17,43
6918,36.0838,34.9456,0,3.84615e-05,92,54
6919,23.3978,-153.465,0,3.84615e-05,22,90
6920,14.8622,-165.494,0,3.84615e-05,72,95
6921,57.4515,19.1524,0,3.84615e-05,122,63
6922,-32.7132,-45.6478,0,3.84615e-05,146,85
6923,-20.9124,159.872,0,3.84615e-05,23,77
6924,-34.8517,51.9138,0,3.84615e-05,92,4
6925,-41.7188,68.0504,0,3.84615e-05,2,18
6926,-12.0715,-177.536,0,3.84615e-05,158,40
6927,8.28149,-138.084,0,3.84615e-05,18,91
6928,-63.1914,120.593,0,3.84615e-05,105,22
6929,-66.5499,126.355,0,3.84615e-05,76,25
6930,-26.2491,-47.1579,0,3.84615e-05,177,82
6931,-34.4918,163.591,0,3.84615e-05,169,48
6932,11.0672,-68.1219,0,3.84615e-05,-1,-1
6933,-42.0421,54.2455,0,3.84615e-05,30,15
6934,28.0312,-35.8776,0,3.84615e-05,112,73
6935,-20.1429,-152.074,0,3.84615e-05,50,41
6936,31.0923,-169.576,0,3.84615e-05,29,34
6937,-46.5692,124.541,0,3.84615e-05,1,44
6938,9.04453,149.254,0,3.84615e-05,153,80
6939,-5.37881,-121.132,0,3.84615e-05,112,58
6940,1.90932,-115.564,0,3.84615e-05,85,51
6941,-20.2017,163.669,0,3.84615e-05,120,33
6942,-55.8118,-22.9349,0,3.84615e-05,42,27
6943,7.31137,118.589,0,3.84615e-05,-1,-1
6944,2.3037,-25.4661,0,3.84615e-05,17,72
6945,25.1741,127.042,0,3.84615e-05,87,79
6946,11.4715,-24.571,0,3.84615e-05,169,84
6947,-66.0263,-52.6467,0,3.84615e-05,55,6
6948,29.7204,-126.071,0,3.84615e-05,105,47
6949,-23.9248,165.68,0,3.84615e-05,24,77
6950,-28.1563,-134.379,0,3.84615e-05,55,53
6951,-24.0743,-16.767,0,3.84615e-05,63,84
6952,-42.171,92.968,0,3.84615e-05,24,41
6953,18.078,-63.9807,0,3.84615e-05,174,21
6954,-43.5756,-149.375,0,3.84615e-05,10,57
6955,-15.4483,-158.16,0,3.84615e-05,19,85
6956,13.4453,-19.6297,0,3.84615e-05,160,34
6957,41.0505,144.594,0,3.84615e-05,72,14
6958,10.8839,-136.992,0,3.84615e-05,50,42
6959,56.2982,1.18575,0,3.84615e-05,72,78
6960,21.265,-172.269,0,3.84615e-05,36,33
6961,-70.5135,179.706,0,3.84615e-05,163,74
6962,-56.9156,-151.219,0,3.84615e-05,126,85
6963,-23.517,-179.4,0,3.84615e-05,81,37
6964,-35.5307,-79.3442,0,3.84615e-05,7,0
6965,-62.4235,28.0864,0,3.84615e-05,152,7
6966,41.064,-141.111,0,3.84615e-05,107,12
6967,13.2685,-56.7884,0,3.84615e-05,-1,-1
6968,42.412,153.396,0,3.84615e-05,44,17
6969,-1.98626,-156.393,0,3.84615e-05,93,47
6970,-44.705,13.8919,0,3.84615e-05,2,17
6971,-30.0316,-148.794,0,3.84615e-05,23,85
6972,77.1721,43.293,0,3.84615e-05,1,39
6973,-68.9565,-40.9601,0,3.84615e-05,27,9
6974,-49.2984,-103.44,0,3.84615e-05,14,60
6975,-53.5473,-110.379,0,3.84615e-05,2,61
6976,-0.533401,156.276,0,3.84615e-05,17,23
6977,-16.2176,110.758,0,3.84615e-05,5,19
6978,-19.985,-154.007,0,3.84615e-05,154,53
6979,-47.698,177.505,0,3.84615e-05,12,79
6980,-77.7315,168.373,0,3.84615e-05,-1,-1
6981,30.0568,125.832,0,3.84615e-05,-1,-1
6982,-24.8951,-111.783,0,3.84615e-05,145,67
6983,-58.3276,16.3798,0,3.84615e-05,8,32
6984,57.5936,-77.8583,0,3.84615e-05,143,23
6985,-8.66645,46.5015,0,3.84615e-05,173,57
6986,-30.6609,-18.9834,0,3.84615e-05,26,28
6987,77.2546,49.7505,0,3.84615e-05,-1,-1
6988,-5.95871,74.0418,0,3.84615e-05,42,0
6989,-42.1141,-138.339,0,3.84615e-05,167,64
6990,-6.51266,-153.285,0,3.84615e-05,63,40
6991,29.1093,132.367,0,3.84615e-05,-1,-1
6992,9.26628,-44.5655,0,3.84615e-05,100,29
6993,-45.3631,-106.77,0,3.84615e-05,134,91
6994,20.9129,66.3805,0,3.84615e-05,9,98
6995,-37.5099,11.5496,0,3.84615e-05,7,96
6996,15.9784,179.718,0,3.84615e-05,64,30
6997,17.0299,-140.832,0,3.84615e-05,165,2
6998,-13.8308,-179.085,0,3.84615e-05,167,49
6999,-14.4057,118.629,0,3.84615e-05,-1,-1
7000,-37.356,-45.632,0,3.84615e-05,125,87
7001,71.6779,-99.2836,0,3.84615e-05,-1,-1
7002,74.2596,-1.22171,0,3.84615e-05,97,39
7003,23.612,-156.941,0,3.84615e-05,2,92
7004,7.75639,142.999,0,3.84615e-05,76,27
7005,57.4525,4.31636,0,3.84615e-05,160,69
7006,-35.5434,125.03,0,3.84615e-05,138,65
7007,-61.9161,-42.0976,0,3.84615e-05,4,89
7008,77.6125,48.4326,0,3.84615e-05,-1,-1
7009,-48.2552,-147.319,0,3.84615e-05,20,56
7010,34.6193,175.5,0,3.84615e-05,87,38
7011,-56.3761,39.8004,0,3.84615e-05,116,1
7012,-12.6204,118.43,0,3.84615e-05,-1,-1
7013,-53.0561,-11.2077,0,3.84615e-05,3,21
7014,-22.4985,-131.686,0,3.84615e-05,85,95
7015,15.4884,-139.861,0,3.84615e-05,80,49
7016,-65.1183,-33.0294,0,3.84615e-05,134,39
7017,8.19805,-155.903,0,3.84615e-05,95,93
7018,14.7405,-20.2074,0,3.84615e-05,4,29
7019,-4.0293,-27.7474,0,3.84615e-05,164,84
7020,-50.6564,-179.967,0,3.84615e-05,3,70
7021,11.4706,-74.7064,0,3.84615e-05,-1,-1
7022,18.8712,173.356,0,3.84615e-05,102,36
7023,-56.7841,65.0807,0,3.84615e-05,19,1
7024,15.5032,-62.2232,0,3.84615e-05,-1,-1
7025,0.878387,-130.11,0,3.84615e-05,22,91
7026,44.8787,-152.504,0,3.84615e-05,74,15
7027,-26.8223,-178.717,0,3.84615e-05,84,47
7028,-67.812,-118.496,0,3.84615e-05,32,78
7029,22.6867,-85.4301,0,3.84615e-05,64,54
7030,26.0862,-142.099,0,3.84615e-05,132,44
7031,2.71178,176.312,0,3.84615e-05,88,37
7032,-34.9031,-153.905,0,3.84615e-05,34,84
7033,60.0787,-10.2704,0,3.84615e-05,180,77
7034,-8.26713,-149.408,0,3.84615e-05,43,42
7035,-9.6187,91.5273,0,3.84615e-05,1,55
7036,11.7651,-68.8658,0,3.84615e-05,72,66
7037,-31.9941,13.8059,0,3.84615e-05,11,31
7038,-55.9266,82.6873,0,3.84615e-05,-1,-1
7039,72.2243,-135.424,0,3.84615e-05,15,6
7040,-14.7563,68.2555,0,3.84615e-05,49,9
7041,16.9252,-126.493,0,3.84615e-05,33,44
7042,9.44903,167.25,0,3.84615e-05,119,34
7043,29.3019,179.219,0,3.84615e-05,67,95
7044,5.09271,-82.3827,0,3.84615e-05,127,60
7045,19.2588,146.581,0,3.84615e-05,170,88
7046,5.73666,106.483,0,3.84615e-05,78,12
7047,-26.9673,55.4318,0,3.84615e-05,162,12
7048,-30.7313,-88.7385,0,3.84615e-05,20,60
7049,55.8883,-178.541,0,3.84615e-05,17,36
7050,6.53778,145.692,0,3.84615e-05,-1,-1
7051,-6.47551,5.4225,0,3.84615e-05,21,89
7052,-62.8931,110.872,0,3.84615e-05,143,28
7053,-41.2019,83.3094,0,3.84615e-05,5,18
7054,34.4165,149.465,0,3.84615e-05,52,16
7055,-17.4511,54.1315,0,3.84615e-05,167,58
7056,18.9794,-139.34,0,3.84615e-05,121,45
7057,14.1785,-114.995,0,3.84615e-05,148,55
7058,60.9145,-94.4033,0,3.84615e-05,-1,-1
7059,-39.6779,-119.874,0,3.84615e-05,131,91
7060,-23.2033,86.7709,0,3.84615e-05,39,15
7061,-29.002,106.397,0,3.84615e-05,8,55
7062,-49.9395,-127.549,0,3.84615e-05,50,66
7063,-48.8515,-116.351,0,3.84615e-05,154,5
7064,38.0298,-44.9337,0,3.84615e-05,101,64
7065,-22.1421,166.07,0,3.84615e-05,172,89
7066,-30.7265,-42.711,0,3.84615e-05,47,78
7067,46.9487,-142.945,0,3.84615e-05,106,12
7068,72.1186,-118.448,0,3.84615e-05,-1,-1
7069,6.45587,153.056,0,3.84615e-05,156,30
7070,33.0688,-11.3189,0,3.84615e-05,-1,-1
7071,-25.9654,-71.1731,0,3.84615e-05,-1,-1
7072,59.2383,-12.0489,0,3.84615e-05,170,78
7073,-48.7573,115.329,0,3.84615e-05,29,41
7074,-54.5295,-23.7759,0,3.84615e-05,41,27
7075,-43.792,167.719,0,3.84615e-05,39,41
7076,-7.97305,-158.814,0,3.84615e-05,82,48
7077,21.2474,-39.5704,0,3.84615e-05,119,72
7078,19.0343,-152.747,0,3.84615e-05,138,43
7079,34.1287,-27.6211,0,3.84615e-05,173,32
7080,5.78918,87.3541,0,3.84615e-05,8,4
7081,45.7707,-174.813,0,3.84615e-05,43,33
7082,11.7875,97.0152,0,3.84615e-05,157,14
7083,-23.7199,-130.79,0,3.84615e-05,97,59
7084,-1.33157,-147.32,0,3.84615e-05,55,41
7085,-52.7837,145.588,0,3.84615e-05,34,41
7086,-40.65,136.878,0,3.84615e-05,173,72
7087,20.3454,-108.833,0,3.84615e-05,146,19
7088,-3.26405,90.5923,0,3.84615e-05,133,16
7089,-53.8893,-39.1427,0,3.84615e-05,44,85
7090,-8.15527,-110.812,0,3.84615e-05,33,56
7091,62.4859,-90.0976,0,3.84615e-05,-1,-1
7092,3.55167,-20.7104,0,3.84615e-05,138,87
7093,41.1445,7.6517,0,3.84615e-05,-1,-1
7094,-3.77556,173.328,0,3.84615e-05,96,36
7095,-32.8192,53.7159,0,3.84615e-05,112,2
7096,69.5514,35.7382,0,3.84615e-05,-1,-1
7097,-46.7574,-121.156,0,3.84615e-05,163,4
7098,17.8611,-116.265,0,3.84615e-05,158,54
7099,24.516,-149.346,0,3.84615e-05,3,92
7100,-80.9269,179.799,0,3.84615e-05,-1,-1
7101,1.7116,-178.577,0,3.84615e-05,61,80
7102,-80.3394,166.889,0,3.84615e-05,114,32
7103,-24.0268,-76.7017,0,3.84615e-05,180,17
7104,-40.2765,98.055,0,3.84615e-05,15,42
7105,33.461,27.9284,0,3.84615e-05,141,59
7106,-51.6176,130.188,0,3.84615e-05,75,59
7107,-10.9843,136.613,0,3.84615e-05,116,77
7108,71.0955,4.35155,0,3.84615e-05,-1,-1
7109,16.7172,-49.9546,0,3.84615e-05,7,63
7110,70.9422,-136.119,0,3.84615e-05,34,4
7111,13.6368,-99.8767,0,3.84615e-05,2,9
7112,-17.5717,-10.2958,0,3.84615e-05,75,83
7113,-7.29851,-160.806,0,3.84615e-05,1,36
7114,-1.50253,174.152,0,3.84615e-05,90,87
7115,9.66082,169.096,0,3.84615e-05,90,37
7116,-0.795296,108.251,0,3.84615e-05,77,12
7117,2.90801,-21.7065,0,3.84615e-05,147,86
7118,77.8069,25.4273,0,3.84615e-05,48,34
7119,-38.186,-151.712,0,3.84615e-05,50,53
7120,9.19955,139.609,0,3.84615e-05,82,70
7121,-22.5987,-150.502,0,3.84615e-05,2,87
7122,-55.768,-160.182,0,3.84615e-05,7,34
7123,11.7657,-37.3794,0,3.84615e-05,97,74
7124,-11.225,73.1367,0,3.84615e-05,108,54
7125,-36.3016,7.94847,0,3.84615e-05,27,94
